presentation_scope,model_route,run_index,source_result_path,event_id,ground_truth_species,ground_truth_class,country,country_code,prediction_species,prediction_genus,prediction_family,prediction_order,prediction_class,confidence,tis_points,adjusted_tis_points,hallucinated,invalid_taxa_levels
speciesnet_v403b_geo_supported_overlap,Gemini 3.5 Flash BP47,1,not_redistributed_public_staging_speciesnet_overlap_only,WBGBIF2026_E0151,Martes foina,Mammalia,Luxembourg,LUX,Martes foina,Martes,Mustelidae,Carnivora,Mammalia,medium,5.0,5.0,false,
speciesnet_v403b_geo_supported_overlap,Gemini 3.5 Flash BP47,1,not_redistributed_public_staging_speciesnet_overlap_only,WBGBIF2026_E0152,Martes foina,Mammalia,Belgium,BEL,,Martes,Mustelidae,Carnivora,Mammalia,high,3.0,3.0,false,
speciesnet_v403b_geo_supported_overlap,Gemini 3.5 Flash BP47,1,not_redistributed_public_staging_speciesnet_overlap_only,WBGBIF2026_E0153,Martes foina,Mammalia,Belgium,BEL,,,Mustelidae,Carnivora,Mammalia,medium,2.0,2.0,false,
speciesnet_v403b_geo_supported_overlap,Gemini 3.5 Flash BP47,1,not_redistributed_public_staging_speciesnet_overlap_only,WBGBIF2026_E0154,Martes martes,Mammalia,Luxembourg,LUX,,Martes,Mustelidae,Carnivora,Mammalia,high,3.0,3.0,false,
speciesnet_v403b_geo_supported_overlap,Gemini 3.5 Flash BP47,1,not_redistributed_public_staging_speciesnet_overlap_only,WBGBIF2026_E0155,Martes martes,Mammalia,Luxembourg,LUX,Martes martes,Martes,Mustelidae,Carnivora,Mammalia,medium,5.0,5.0,false,
speciesnet_v403b_geo_supported_overlap,Gemini 3.5 Flash BP47,1,not_redistributed_public_staging_speciesnet_overlap_only,WBGBIF2026_E0156,Martes martes,Mammalia,Luxembourg,LUX,Vulpes vulpes,Vulpes,Canidae,Carnivora,Mammalia,medium,1.0,-4.0,true,
speciesnet_v403b_geo_supported_overlap,Gemini 3.5 Flash BP47,1,not_redistributed_public_staging_speciesnet_overlap_only,WBGBIF2026_E0157,Mazama americana,Mammalia,Ecuador,ECU,,Mazama,Cervidae,Artiodactyla,Mammalia,medium,3.0,3.0,false,
speciesnet_v403b_geo_supported_overlap,Gemini 3.5 Flash BP47,1,not_redistributed_public_staging_speciesnet_overlap_only,WBGBIF2026_E0158,Mazama americana,Mammalia,Ecuador,ECU,,Mazama,Cervidae,Artiodactyla,Mammalia,medium,3.0,3.0,false,
speciesnet_v403b_geo_supported_overlap,Gemini 3.5 Flash BP47,1,not_redistributed_public_staging_speciesnet_overlap_only,WBGBIF2026_E0159,Mazama americana,Mammalia,Ecuador,ECU,,Mazama,Cervidae,Artiodactyla,Mammalia,high,3.0,3.0,false,
speciesnet_v403b_geo_supported_overlap,Gemini 3.5 Flash BP47,1,not_redistributed_public_staging_speciesnet_overlap_only,WBGBIF2026_E0160,Mazama gouazoubira,Mammalia,Ecuador,ECU,,Mazama,Cervidae,Artiodactyla,Mammalia,medium,3.0,3.0,false,
speciesnet_v403b_geo_supported_overlap,Gemini 3.5 Flash BP47,1,not_redistributed_public_staging_speciesnet_overlap_only,WBGBIF2026_E0161,Mazama gouazoubira,Mammalia,Ecuador,ECU,,Mazama,Cervidae,Artiodactyla,Mammalia,high,3.0,3.0,false,
speciesnet_v403b_geo_supported_overlap,Gemini 3.5 Flash BP47,1,not_redistributed_public_staging_speciesnet_overlap_only,WBGBIF2026_E0162,Mazama gouazoubira,Mammalia,Ecuador,ECU,,,,,,low,0.0,0.0,false,
speciesnet_v403b_geo_supported_overlap,Gemini 3.5 Flash BP47,1,not_redistributed_public_staging_speciesnet_overlap_only,WBGBIF2026_E0163,Meles meles,Mammalia,Luxembourg,LUX,Meles meles,Meles,Mustelidae,Carnivora,Mammalia,medium,5.0,5.0,false,
speciesnet_v403b_geo_supported_overlap,Gemini 3.5 Flash BP47,1,not_redistributed_public_staging_speciesnet_overlap_only,WBGBIF2026_E0164,Meles meles,Mammalia,Luxembourg,LUX,Meles meles,Meles,Mustelidae,Carnivora,Mammalia,high,5.0,5.0,false,
speciesnet_v403b_geo_supported_overlap,Gemini 3.5 Flash BP47,1,not_redistributed_public_staging_speciesnet_overlap_only,WBGBIF2026_E0165,Meles meles,Mammalia,Belgium,BEL,,,,,,low,0.0,0.0,false,
speciesnet_v403b_geo_supported_overlap,Gemini 3.5 Flash BP47,1,not_redistributed_public_staging_speciesnet_overlap_only,WBGBIF2026_E0166,Metachirus nudicaudatus,Mammalia,Ecuador,ECU,,,Didelphidae,Didelphimorphia,Mammalia,medium,2.0,2.0,false,
speciesnet_v403b_geo_supported_overlap,Gemini 3.5 Flash BP47,1,not_redistributed_public_staging_speciesnet_overlap_only,WBGBIF2026_E0167,Metachirus nudicaudatus,Mammalia,Ecuador,ECU,,,Didelphidae,Didelphimorphia,Mammalia,medium,2.0,2.0,false,
speciesnet_v403b_geo_supported_overlap,Gemini 3.5 Flash BP47,1,not_redistributed_public_staging_speciesnet_overlap_only,WBGBIF2026_E0168,Metachirus nudicaudatus,Mammalia,Ecuador,ECU,,,Didelphidae,Didelphimorphia,Mammalia,medium,2.0,2.0,false,
speciesnet_v403b_geo_supported_overlap,Gemini 3.5 Flash BP47,1,not_redistributed_public_staging_speciesnet_overlap_only,WBGBIF2026_E0169,Mitu salvini,Aves,Ecuador,ECU,Mitu salvini,Mitu,Cracidae,Galliformes,Aves,high,5.0,5.0,false,
speciesnet_v403b_geo_supported_overlap,Gemini 3.5 Flash BP47,1,not_redistributed_public_staging_speciesnet_overlap_only,WBGBIF2026_E0170,Mitu salvini,Aves,Ecuador,ECU,,Mitu,Cracidae,Galliformes,Aves,high,3.0,3.0,false,
speciesnet_v403b_geo_supported_overlap,Gemini 3.5 Flash BP47,1,not_redistributed_public_staging_speciesnet_overlap_only,WBGBIF2026_E0171,Mitu salvini,Aves,Ecuador,ECU,,,Cracidae,Galliformes,Aves,high,2.0,2.0,false,
speciesnet_v403b_geo_supported_overlap,Gemini 3.5 Flash BP47,1,not_redistributed_public_staging_speciesnet_overlap_only,WBGBIF2026_E0175,Motacilla flava,Aves,Luxembourg,LUX,,,,Passeriformes,Aves,medium,1.0,1.0,false,
speciesnet_v403b_geo_supported_overlap,Gemini 3.5 Flash BP47,1,not_redistributed_public_staging_speciesnet_overlap_only,WBGBIF2026_E0176,Motacilla flava,Aves,Luxembourg,LUX,Motacilla flava,Motacilla,Motacillidae,Passeriformes,Aves,high,5.0,5.0,false,
speciesnet_v403b_geo_supported_overlap,Gemini 3.5 Flash BP47,1,not_redistributed_public_staging_speciesnet_overlap_only,WBGBIF2026_E0177,Motacilla flava,Aves,Luxembourg,LUX,,Motacilla,Motacillidae,Passeriformes,Aves,medium,3.0,3.0,false,
speciesnet_v403b_geo_supported_overlap,Gemini 3.5 Flash BP47,1,not_redistributed_public_staging_speciesnet_overlap_only,WBGBIF2026_E0178,Mustela erminea,Mammalia,Belgium,BEL,,,,,,low,0.0,0.0,false,
speciesnet_v403b_geo_supported_overlap,Gemini 3.5 Flash BP47,1,not_redistributed_public_staging_speciesnet_overlap_only,WBGBIF2026_E0179,Mustela erminea,Mammalia,Luxembourg,LUX,Mustela erminea,Mustela,Mustelidae,Carnivora,Mammalia,high,5.0,5.0,false,
speciesnet_v403b_geo_supported_overlap,Gemini 3.5 Flash BP47,1,not_redistributed_public_staging_speciesnet_overlap_only,WBGBIF2026_E0180,Mustela erminea,Mammalia,Luxembourg,LUX,Mustela erminea,Mustela,Mustelidae,Carnivora,Mammalia,high,5.0,5.0,false,
speciesnet_v403b_geo_supported_overlap,Gemini 3.5 Flash BP47,1,not_redistributed_public_staging_speciesnet_overlap_only,WBGBIF2026_E0181,Mustela putorius,Mammalia,Luxembourg,LUX,,Martes,Mustelidae,Carnivora,Mammalia,high,2.0,-3.0,true,
speciesnet_v403b_geo_supported_overlap,Gemini 3.5 Flash BP47,1,not_redistributed_public_staging_speciesnet_overlap_only,WBGBIF2026_E0182,Mustela putorius,Mammalia,Belgium,BEL,Meles meles,Meles,Mustelidae,Carnivora,Mammalia,high,2.0,-3.0,true,
speciesnet_v403b_geo_supported_overlap,Gemini 3.5 Flash BP47,1,not_redistributed_public_staging_speciesnet_overlap_only,WBGBIF2026_E0183,Mustela putorius,Mammalia,Luxembourg,LUX,Mustela putorius,Mustela,Mustelidae,Carnivora,Mammalia,high,5.0,5.0,false,
speciesnet_v403b_geo_supported_overlap,Gemini 3.5 Flash BP47,1,not_redistributed_public_staging_speciesnet_overlap_only,WBGBIF2026_E0184,Myoprocta pratti,Mammalia,Ecuador,ECU,,,Dasyproctidae,Rodentia,Mammalia,medium,2.0,2.0,false,
speciesnet_v403b_geo_supported_overlap,Gemini 3.5 Flash BP47,1,not_redistributed_public_staging_speciesnet_overlap_only,WBGBIF2026_E0185,Myoprocta pratti,Mammalia,Ecuador,ECU,,Dasyprocta,Dasyproctidae,Rodentia,Mammalia,medium,2.0,-3.0,true,
speciesnet_v403b_geo_supported_overlap,Gemini 3.5 Flash BP47,1,not_redistributed_public_staging_speciesnet_overlap_only,WBGBIF2026_E0186,Myoprocta pratti,Mammalia,Ecuador,ECU,Dasyprocta fuliginosa,Dasyprocta,Dasyproctidae,Rodentia,Mammalia,medium,2.0,-3.0,true,
speciesnet_v403b_geo_supported_overlap,Gemini 3.5 Flash BP47,1,not_redistributed_public_staging_speciesnet_overlap_only,WBGBIF2026_E0187,Myrmecophaga tridactyla,Mammalia,Ecuador,ECU,Myrmecophaga tridactyla,Myrmecophaga,Myrmecophagidae,Pilosa,Mammalia,high,5.0,5.0,false,
speciesnet_v403b_geo_supported_overlap,Gemini 3.5 Flash BP47,1,not_redistributed_public_staging_speciesnet_overlap_only,WBGBIF2026_E0188,Myrmecophaga tridactyla,Mammalia,Ecuador,ECU,Myrmecophaga tridactyla,Myrmecophaga,Myrmecophagidae,Pilosa,Mammalia,medium,5.0,5.0,false,
speciesnet_v403b_geo_supported_overlap,Gemini 3.5 Flash BP47,1,not_redistributed_public_staging_speciesnet_overlap_only,WBGBIF2026_E0189,Myrmecophaga tridactyla,Mammalia,Ecuador,ECU,Myrmecophaga tridactyla,Myrmecophaga,Myrmecophagidae,Pilosa,Mammalia,high,5.0,5.0,false,
speciesnet_v403b_geo_supported_overlap,Gemini 3.5 Flash BP47,1,not_redistributed_public_staging_speciesnet_overlap_only,WBGBIF2026_E0190,Nothocrax urumutum,Aves,Ecuador,ECU,Nothocrax urumutum,Nothocrax,Cracidae,Galliformes,Aves,high,5.0,5.0,false,
speciesnet_v403b_geo_supported_overlap,Gemini 3.5 Flash BP47,1,not_redistributed_public_staging_speciesnet_overlap_only,WBGBIF2026_E0191,Nothocrax urumutum,Aves,Ecuador,ECU,Nothocrax urumutum,Nothocrax,Cracidae,Galliformes,Aves,high,5.0,5.0,false,
speciesnet_v403b_geo_supported_overlap,Gemini 3.5 Flash BP47,1,not_redistributed_public_staging_speciesnet_overlap_only,WBGBIF2026_E0192,Nothocrax urumutum,Aves,Ecuador,ECU,,,Cracidae,Galliformes,Aves,medium,2.0,2.0,false,
speciesnet_v403b_geo_supported_overlap,Gemini 3.5 Flash BP47,1,not_redistributed_public_staging_speciesnet_overlap_only,WBGBIF2026_E0193,Oryctolagus cuniculus,Mammalia,Belgium,BEL,Oryctolagus cuniculus,Oryctolagus,Leporidae,Lagomorpha,Mammalia,medium,5.0,5.0,false,
speciesnet_v403b_geo_supported_overlap,Gemini 3.5 Flash BP47,1,not_redistributed_public_staging_speciesnet_overlap_only,WBGBIF2026_E0194,Oryctolagus cuniculus,Mammalia,Belgium,BEL,,,,,Mammalia,high,0.5,0.5,false,
speciesnet_v403b_geo_supported_overlap,Gemini 3.5 Flash BP47,1,not_redistributed_public_staging_speciesnet_overlap_only,WBGBIF2026_E0195,Oryctolagus cuniculus,Mammalia,Luxembourg,LUX,,,Leporidae,Lagomorpha,Mammalia,medium,2.0,2.0,false,
speciesnet_v403b_geo_supported_overlap,Gemini 3.5 Flash BP47,1,not_redistributed_public_staging_speciesnet_overlap_only,WBGBIF2026_E0196,Ovis aries,Mammalia,Belgium,BEL,Ovis aries,Ovis,Bovidae,Artiodactyla,Mammalia,high,5.0,5.0,false,
speciesnet_v403b_geo_supported_overlap,Gemini 3.5 Flash BP47,1,not_redistributed_public_staging_speciesnet_overlap_only,WBGBIF2026_E0197,Ovis aries,Mammalia,Belgium,BEL,Ovis gmelini,Ovis,Bovidae,Artiodactyla,Mammalia,high,3.0,-2.0,true,species
speciesnet_v403b_geo_supported_overlap,Gemini 3.5 Flash BP47,1,not_redistributed_public_staging_speciesnet_overlap_only,WBGBIF2026_E0198,Ovis aries,Mammalia,Belgium,BEL,Bos taurus,Bos,Bovidae,Artiodactyla,Mammalia,high,2.0,-3.0,true,
speciesnet_v403b_geo_supported_overlap,Gemini 3.5 Flash BP47,1,not_redistributed_public_staging_speciesnet_overlap_only,WBGBIF2026_E0199,Panthera onca,Mammalia,Ecuador,ECU,Panthera onca,Panthera,Felidae,Carnivora,Mammalia,high,5.0,5.0,false,
speciesnet_v403b_geo_supported_overlap,Gemini 3.5 Flash BP47,1,not_redistributed_public_staging_speciesnet_overlap_only,WBGBIF2026_E0200,Panthera onca,Mammalia,Ecuador,ECU,Panthera onca,Panthera,Felidae,Carnivora,Mammalia,high,5.0,5.0,false,
speciesnet_v403b_geo_supported_overlap,Gemini 3.5 Flash BP47,1,not_redistributed_public_staging_speciesnet_overlap_only,WBGBIF2026_E0201,Panthera onca,Mammalia,Ecuador,ECU,Panthera onca,Panthera,Felidae,Carnivora,Mammalia,high,5.0,5.0,false,
speciesnet_v403b_geo_supported_overlap,Gemini 3.5 Flash BP47,1,not_redistributed_public_staging_speciesnet_overlap_only,WBGBIF2026_E0205,Passer domesticus,Aves,Luxembourg,LUX,Passer domesticus,Passer,Passeridae,Passeriformes,Aves,high,5.0,5.0,false,
speciesnet_v403b_geo_supported_overlap,Gemini 3.5 Flash BP47,1,not_redistributed_public_staging_speciesnet_overlap_only,WBGBIF2026_E0206,Passer domesticus,Aves,Luxembourg,LUX,,,,Passeriformes,Aves,high,1.0,1.0,false,
speciesnet_v403b_geo_supported_overlap,Gemini 3.5 Flash BP47,1,not_redistributed_public_staging_speciesnet_overlap_only,WBGBIF2026_E0207,Passer domesticus,Aves,Luxembourg,LUX,Prunella modularis,Prunella,Prunellidae,Passeriformes,Aves,high,1.0,-4.0,true,
speciesnet_v403b_geo_supported_overlap,Gemini 3.5 Flash BP47,1,not_redistributed_public_staging_speciesnet_overlap_only,WBGBIF2026_E0208,Pecari tajacu,Mammalia,Ecuador,ECU,Tayassu pecari,Tayassu,Tayassuidae,Artiodactyla,Mammalia,high,2.0,-3.0,true,
speciesnet_v403b_geo_supported_overlap,Gemini 3.5 Flash BP47,1,not_redistributed_public_staging_speciesnet_overlap_only,WBGBIF2026_E0209,Pecari tajacu,Mammalia,Ecuador,ECU,Pecari tajacu,Pecari,Tayassuidae,Artiodactyla,Mammalia,high,5.0,5.0,false,
speciesnet_v403b_geo_supported_overlap,Gemini 3.5 Flash BP47,1,not_redistributed_public_staging_speciesnet_overlap_only,WBGBIF2026_E0210,Pecari tajacu,Mammalia,Ecuador,ECU,,Mazama,Cervidae,Artiodactyla,Mammalia,high,1.0,-4.0,true,
speciesnet_v403b_geo_supported_overlap,Gemini 3.5 Flash BP47,1,not_redistributed_public_staging_speciesnet_overlap_only,WBGBIF2026_E0211,Penelope purpurascens,Aves,Ecuador,ECU,Penelope jacquacu,Penelope,Cracidae,Galliformes,Aves,high,3.0,-2.0,true,species
speciesnet_v403b_geo_supported_overlap,Gemini 3.5 Flash BP47,1,not_redistributed_public_staging_speciesnet_overlap_only,WBGBIF2026_E0212,Penelope purpurascens,Aves,Ecuador,ECU,,,Cracidae,Galliformes,Aves,high,2.0,2.0,false,
speciesnet_v403b_geo_supported_overlap,Gemini 3.5 Flash BP47,1,not_redistributed_public_staging_speciesnet_overlap_only,WBGBIF2026_E0213,Penelope purpurascens,Aves,Ecuador,ECU,,Penelope,Cracidae,Galliformes,Aves,high,3.0,3.0,false,
speciesnet_v403b_geo_supported_overlap,Gemini 3.5 Flash BP47,1,not_redistributed_public_staging_speciesnet_overlap_only,WBGBIF2026_E0214,Phasianus colchicus,Aves,Belgium,BEL,Procyon lotor,Procyon,Procyonidae,Carnivora,Mammalia,high,0.0,-5.0,true,
speciesnet_v403b_geo_supported_overlap,Gemini 3.5 Flash BP47,1,not_redistributed_public_staging_speciesnet_overlap_only,WBGBIF2026_E0215,Phasianus colchicus,Aves,Belgium,BEL,Phasianus colchicus,Phasianus,Phasianidae,Galliformes,Aves,high,5.0,5.0,false,
speciesnet_v403b_geo_supported_overlap,Gemini 3.5 Flash BP47,1,not_redistributed_public_staging_speciesnet_overlap_only,WBGBIF2026_E0216,Phasianus colchicus,Aves,Belgium,BEL,Phasianus colchicus,Phasianus,Phasianidae,Galliformes,Aves,high,5.0,5.0,false,
speciesnet_v403b_geo_supported_overlap,Gemini 3.5 Flash BP47,1,not_redistributed_public_staging_speciesnet_overlap_only,WBGBIF2026_E0217,Phoenicurus ochruros,Aves,Luxembourg,LUX,Erithacus rubecula,Erithacus,Muscicapidae,Passeriformes,Aves,medium,2.0,-3.0,true,
speciesnet_v403b_geo_supported_overlap,Gemini 3.5 Flash BP47,1,not_redistributed_public_staging_speciesnet_overlap_only,WBGBIF2026_E0218,Phoenicurus ochruros,Aves,Luxembourg,LUX,Phoenicurus ochruros,Phoenicurus,Muscicapidae,Passeriformes,Aves,high,5.0,5.0,false,
speciesnet_v403b_geo_supported_overlap,Gemini 3.5 Flash BP47,1,not_redistributed_public_staging_speciesnet_overlap_only,WBGBIF2026_E0219,Phoenicurus ochruros,Aves,Luxembourg,LUX,,,,,,low,0.0,0.0,false,
speciesnet_v403b_geo_supported_overlap,Gemini 3.5 Flash BP47,1,not_redistributed_public_staging_speciesnet_overlap_only,WBGBIF2026_E0220,Phoenicurus phoenicurus,Aves,Luxembourg,LUX,,,Muscicapidae,Passeriformes,Aves,medium,2.0,2.0,false,
speciesnet_v403b_geo_supported_overlap,Gemini 3.5 Flash BP47,1,not_redistributed_public_staging_speciesnet_overlap_only,WBGBIF2026_E0221,Phoenicurus phoenicurus,Aves,Luxembourg,LUX,Phoenicurus phoenicurus,Phoenicurus,Muscicapidae,Passeriformes,Aves,high,5.0,5.0,false,
speciesnet_v403b_geo_supported_overlap,Gemini 3.5 Flash BP47,1,not_redistributed_public_staging_speciesnet_overlap_only,WBGBIF2026_E0222,Phoenicurus phoenicurus,Aves,Luxembourg,LUX,,,,Passeriformes,Aves,high,1.0,1.0,false,
speciesnet_v403b_geo_supported_overlap,Gemini 3.5 Flash BP47,1,not_redistributed_public_staging_speciesnet_overlap_only,WBGBIF2026_E0226,Pica pica,Aves,Belgium,BEL,Pica pica,Pica,Corvidae,Passeriformes,Aves,high,5.0,5.0,false,
speciesnet_v403b_geo_supported_overlap,Gemini 3.5 Flash BP47,1,not_redistributed_public_staging_speciesnet_overlap_only,WBGBIF2026_E0227,Pica pica,Aves,Belgium,BEL,Pica pica,Pica,Corvidae,Passeriformes,Aves,high,5.0,5.0,false,
speciesnet_v403b_geo_supported_overlap,Gemini 3.5 Flash BP47,1,not_redistributed_public_staging_speciesnet_overlap_only,WBGBIF2026_E0228,Pica pica,Aves,Belgium,BEL,,,,,,low,0.0,0.0,false,
speciesnet_v403b_geo_supported_overlap,Gemini 3.5 Flash BP47,1,not_redistributed_public_staging_speciesnet_overlap_only,WBGBIF2026_E0229,Picus viridis,Aves,Belgium,BEL,Picus viridis,Picus,Picidae,Piciformes,Aves,high,5.0,5.0,false,
speciesnet_v403b_geo_supported_overlap,Gemini 3.5 Flash BP47,1,not_redistributed_public_staging_speciesnet_overlap_only,WBGBIF2026_E0230,Picus viridis,Aves,Luxembourg,LUX,Picus viridis,Picus,Picidae,Piciformes,Aves,medium,5.0,5.0,false,
speciesnet_v403b_geo_supported_overlap,Gemini 3.5 Flash BP47,1,not_redistributed_public_staging_speciesnet_overlap_only,WBGBIF2026_E0231,Picus viridis,Aves,Luxembourg,LUX,Picus viridis,Picus,Picidae,Piciformes,Aves,high,5.0,5.0,false,
speciesnet_v403b_geo_supported_overlap,Gemini 3.5 Flash BP47,1,not_redistributed_public_staging_speciesnet_overlap_only,WBGBIF2026_E0238,Proechimys semispinosus,Mammalia,Ecuador,ECU,,,,Rodentia,Mammalia,high,1.0,1.0,false,
speciesnet_v403b_geo_supported_overlap,Gemini 3.5 Flash BP47,1,not_redistributed_public_staging_speciesnet_overlap_only,WBGBIF2026_E0239,Proechimys semispinosus,Mammalia,Ecuador,ECU,,,Didelphidae,Didelphimorphia,Mammalia,medium,0.5,-4.5,true,
speciesnet_v403b_geo_supported_overlap,Gemini 3.5 Flash BP47,1,not_redistributed_public_staging_speciesnet_overlap_only,WBGBIF2026_E0240,Proechimys semispinosus,Mammalia,Ecuador,ECU,,,,Rodentia,Mammalia,high,1.0,1.0,false,
speciesnet_v403b_geo_supported_overlap,Gemini 3.5 Flash BP47,1,not_redistributed_public_staging_speciesnet_overlap_only,WBGBIF2026_E0244,Psophia crepitans,Aves,Ecuador,ECU,Psophia crepitans,Psophia,Psophiidae,Gruiformes,Aves,high,5.0,5.0,false,
speciesnet_v403b_geo_supported_overlap,Gemini 3.5 Flash BP47,1,not_redistributed_public_staging_speciesnet_overlap_only,WBGBIF2026_E0245,Psophia crepitans,Aves,Ecuador,ECU,Psophia crepitans,Psophia,Psophiidae,Gruiformes,Aves,high,5.0,5.0,false,
speciesnet_v403b_geo_supported_overlap,Gemini 3.5 Flash BP47,1,not_redistributed_public_staging_speciesnet_overlap_only,WBGBIF2026_E0246,Psophia crepitans,Aves,Ecuador,ECU,,,,,,low,0.0,0.0,false,
speciesnet_v403b_geo_supported_overlap,Gemini 3.5 Flash BP47,1,not_redistributed_public_staging_speciesnet_overlap_only,WBGBIF2026_E0247,Puma concolor,Mammalia,Ecuador,ECU,Puma concolor,Puma,Felidae,Carnivora,Mammalia,high,5.0,5.0,false,
speciesnet_v403b_geo_supported_overlap,Gemini 3.5 Flash BP47,1,not_redistributed_public_staging_speciesnet_overlap_only,WBGBIF2026_E0248,Puma concolor,Mammalia,Ecuador,ECU,Puma concolor,Puma,Felidae,Carnivora,Mammalia,high,5.0,5.0,false,
speciesnet_v403b_geo_supported_overlap,Gemini 3.5 Flash BP47,1,not_redistributed_public_staging_speciesnet_overlap_only,WBGBIF2026_E0249,Puma concolor,Mammalia,Ecuador,ECU,,,,,Mammalia,medium,0.5,0.5,false,
speciesnet_v403b_geo_supported_overlap,Gemini 3.5 Flash BP47,1,not_redistributed_public_staging_speciesnet_overlap_only,WBGBIF2026_E0253,Rattus norvegicus,Mammalia,Belgium,BEL,,,,Rodentia,Mammalia,high,1.0,1.0,false,
speciesnet_v403b_geo_supported_overlap,Gemini 3.5 Flash BP47,1,not_redistributed_public_staging_speciesnet_overlap_only,WBGBIF2026_E0254,Rattus norvegicus,Mammalia,Belgium,BEL,Erinaceus europaeus,Erinaceus,Erinaceidae,Eulipotyphla,Mammalia,medium,0.5,-4.5,true,order
speciesnet_v403b_geo_supported_overlap,Gemini 3.5 Flash BP47,1,not_redistributed_public_staging_speciesnet_overlap_only,WBGBIF2026_E0255,Rattus norvegicus,Mammalia,Belgium,BEL,,,,Rodentia,Mammalia,medium,1.0,1.0,false,
speciesnet_v403b_geo_supported_overlap,Gemini 3.5 Flash BP47,1,not_redistributed_public_staging_speciesnet_overlap_only,WBGBIF2026_E0259,Saxicola rubicola,Aves,Luxembourg,LUX,,,,Passeriformes,Aves,medium,1.0,1.0,false,
speciesnet_v403b_geo_supported_overlap,Gemini 3.5 Flash BP47,1,not_redistributed_public_staging_speciesnet_overlap_only,WBGBIF2026_E0260,Saxicola rubicola,Aves,Luxembourg,LUX,Saxicola rubicola,Saxicola,Muscicapidae,Passeriformes,Aves,high,5.0,5.0,false,
speciesnet_v403b_geo_supported_overlap,Gemini 3.5 Flash BP47,1,not_redistributed_public_staging_speciesnet_overlap_only,WBGBIF2026_E0261,Saxicola rubicola,Aves,Luxembourg,LUX,Saxicola rubicola,Saxicola,Muscicapidae,Passeriformes,Aves,high,5.0,5.0,false,
speciesnet_v403b_geo_supported_overlap,Gemini 3.5 Flash BP47,1,not_redistributed_public_staging_speciesnet_overlap_only,WBGBIF2026_E0262,Sciurus vulgaris,Mammalia,Luxembourg,LUX,,,,,,low,0.0,0.0,false,
speciesnet_v403b_geo_supported_overlap,Gemini 3.5 Flash BP47,1,not_redistributed_public_staging_speciesnet_overlap_only,WBGBIF2026_E0263,Sciurus vulgaris,Mammalia,Luxembourg,LUX,,,,,Mammalia,medium,0.5,0.5,false,
speciesnet_v403b_geo_supported_overlap,Gemini 3.5 Flash BP47,1,not_redistributed_public_staging_speciesnet_overlap_only,WBGBIF2026_E0264,Sciurus vulgaris,Mammalia,Luxembourg,LUX,Sciurus vulgaris,Sciurus,Sciuridae,Rodentia,Mammalia,high,5.0,5.0,false,
speciesnet_v403b_geo_supported_overlap,Gemini 3.5 Flash BP47,1,not_redistributed_public_staging_speciesnet_overlap_only,WBGBIF2026_E0265,Scolopax rusticola,Aves,Luxembourg,LUX,Scolopax rusticola,Scolopax,Scolopacidae,Charadriiformes,Aves,high,5.0,5.0,false,
speciesnet_v403b_geo_supported_overlap,Gemini 3.5 Flash BP47,1,not_redistributed_public_staging_speciesnet_overlap_only,WBGBIF2026_E0266,Scolopax rusticola,Aves,Belgium,BEL,,,,,,low,0.0,0.0,false,
speciesnet_v403b_geo_supported_overlap,Gemini 3.5 Flash BP47,1,not_redistributed_public_staging_speciesnet_overlap_only,WBGBIF2026_E0267,Scolopax rusticola,Aves,Belgium,BEL,Scolopax rusticola,Scolopax,Scolopacidae,Charadriiformes,Aves,high,5.0,5.0,false,
speciesnet_v403b_geo_supported_overlap,Gemini 3.5 Flash BP47,1,not_redistributed_public_staging_speciesnet_overlap_only,WBGBIF2026_E0268,Sitta europaea,Aves,Belgium,BEL,Sitta europaea,Sitta,Sittidae,Passeriformes,Aves,high,5.0,5.0,false,
speciesnet_v403b_geo_supported_overlap,Gemini 3.5 Flash BP47,1,not_redistributed_public_staging_speciesnet_overlap_only,WBGBIF2026_E0269,Sitta europaea,Aves,Belgium,BEL,,,,,,low,0.0,0.0,false,
speciesnet_v403b_geo_supported_overlap,Gemini 3.5 Flash BP47,1,not_redistributed_public_staging_speciesnet_overlap_only,WBGBIF2026_E0270,Sitta europaea,Aves,Belgium,BEL,Sitta europaea,Sitta,Sittidae,Passeriformes,Aves,high,5.0,5.0,false,
speciesnet_v403b_geo_supported_overlap,Gemini 3.5 Flash BP47,1,not_redistributed_public_staging_speciesnet_overlap_only,WBGBIF2026_E0271,Strix aluco,Aves,Belgium,BEL,Strix aluco,Strix,Strigidae,Strigiformes,Aves,medium,5.0,5.0,false,
speciesnet_v403b_geo_supported_overlap,Gemini 3.5 Flash BP47,1,not_redistributed_public_staging_speciesnet_overlap_only,WBGBIF2026_E0272,Strix aluco,Aves,Belgium,BEL,Meles meles,Meles,Mustelidae,Carnivora,Mammalia,medium,0.0,-5.0,true,
speciesnet_v403b_geo_supported_overlap,Gemini 3.5 Flash BP47,1,not_redistributed_public_staging_speciesnet_overlap_only,WBGBIF2026_E0273,Strix aluco,Aves,Belgium,BEL,Strix aluco,Strix,Strigidae,Strigiformes,Aves,high,5.0,5.0,false,
speciesnet_v403b_geo_supported_overlap,Gemini 3.5 Flash BP47,1,not_redistributed_public_staging_speciesnet_overlap_only,WBGBIF2026_E0274,Sturnus vulgaris,Aves,Luxembourg,LUX,Sturnus vulgaris,Sturnus,Sturnidae,Passeriformes,Aves,high,5.0,5.0,false,
